x	y	z
185	80	0
186	80	2
187	80	0
188	80	1
189	80	0
190	80	10
191	80	4
192	80	5
193	80	1
194	80	2
195	80	1
196	80	0
197	80	5
198	80	7
199	80	0
200	80	1
201	80	0
202	80	2
203	80	0
204	80	16
205	80	2
206	80	3
207	80	1
208	80	1
209	80	0
210	80	4
211	80	2
212	80	9
213	80	0
214	80	2
215	80	1
216	80	0
217	80	0
218	80	4
219	80	2
220	80	4
221	80	5
222	80	3
223	80	0
224	80	4
225	80	3
226	80	7
227	80	15
228	80	1
229	80	1
230	80	11
231	80	2
232	80	4
233	80	1
234	80	7
235	80	3
236	80	2
237	80	4
238	80	12
239	80	5
240	80	4
241	80	1
242	80	6
243	80	3
244	80	6
245	80	2
246	80	6
247	80	5
248	80	4
249	80	3
250	80	7
251	80	6
252	80	14
253	80	30
254	80	30
255	80	1059
0	79	0.997422680412371
1	79	0.0242268041237113
2	79	0.00515463917525773
3	79	0.00309278350515464
4	79	0.000515463917525773
5	79	0.000515463917525773
6	79	0.00154639175257732
7	79	0.000515463917525773
8	79	0.000515463917525773
9	79	0.00103092783505155
10	79	0
11	79	0.00154639175257732
12	79	0.000515463917525773
13	79	0.00206185567010309
14	79	0.00103092783505155
15	79	0.00103092783505155
16	79	0.00309278350515464
17	79	0.000515463917525773
18	79	0.000515463917525773
19	79	0.000515463917525773
20	79	0.00154639175257732
21	79	0.00206185567010309
22	79	0.00154639175257732
23	79	0.00103092783505155
24	79	0.00154639175257732
25	79	0.000515463917525773
26	79	0.00206185567010309
27	79	0.00206185567010309
28	79	0.00154639175257732
29	79	0.00103092783505155
30	79	0.00154639175257732
31	79	0.0108247422680412
32	79	0.0108247422680412
33	79	0.00103092783505155
34	79	0.00257731958762887
35	79	0.00618556701030928
36	79	0.000515463917525773
37	79	0
38	79	0.000515463917525773
39	79	0.000515463917525773
40	79	0.0056701030927835
41	79	0
42	79	0.000515463917525773
43	79	0.00103092783505155
44	79	0.00412371134020619
45	79	0.000515463917525773
46	79	0.00103092783505155
47	79	0.000515463917525773
48	79	0.00206185567010309
49	79	0.00154639175257732
50	79	0.00412371134020619
51	79	0.00618556701030928
52	79	0.000515463917525773
53	79	0.00154639175257732
54	79	0.00206185567010309
55	79	0.00154639175257732
56	79	0.00206185567010309
57	79	0.00154639175257732
58	79	0.00206185567010309
59	79	0.00154639175257732
60	79	0.00154639175257732
61	79	0.00103092783505155
62	79	0.000515463917525773
63	79	0.00154639175257732
64	79	0.00154639175257732
65	79	0.00103092783505155
66	79	0
67	79	0.00154639175257732
68	79	0.00360824742268041
69	79	0
70	79	0.00412371134020619
71	79	0.0056701030927835
72	79	0.00154639175257732
73	79	0.00103092783505155
74	79	0.00154639175257732
75	79	0.00154639175257732
76	79	0.00154639175257732
77	79	0.000515463917525773
78	79	0.00103092783505155
79	79	0.000515463917525773
80	79	0.00154639175257732
81	79	0.000515463917525773
82	79	0.000515463917525773
83	79	0.000515463917525773
84	79	0.000515463917525773
85	79	0.00257731958762887
86	79	0.00154639175257732
87	79	0.00206185567010309
88	79	0.00154639175257732
89	79	0
90	79	0.00103092783505155
91	79	0.00206185567010309
92	79	0.00206185567010309
93	79	0.00103092783505155
94	79	0.000515463917525773
95	79	0.00206185567010309
96	79	0.00154639175257732
97	79	0.00206185567010309
98	79	0.00463917525773196
99	79	0.00257731958762887
100	79	0.00876288659793814
101	79	0.00103092783505155
102	79	0.00618556701030928
103	79	0.00206185567010309
104	79	0.00309278350515464
105	79	0.00206185567010309
106	79	0.00154639175257732
107	79	0.00154639175257732
108	79	0.00206185567010309
109	79	0.00206185567010309
110	79	0.000515463917525773
111	79	0.00206185567010309
112	79	0.00206185567010309
113	79	0.00154639175257732
114	79	0.00154639175257732
115	79	0.00154639175257732
116	79	0.00257731958762887
117	79	0.00206185567010309
118	79	0.00206185567010309
119	79	0.00103092783505155
120	79	0.00154639175257732
121	79	0.00206185567010309
122	79	0.000515463917525773
123	79	0.00103092783505155
124	79	0.00206185567010309
125	79	0.00154639175257732
126	79	0.000515463917525773
127	79	0.00309278350515464
128	79	0.00309278350515464
129	79	0.00154639175257732
130	79	0.000515463917525773
131	79	0.00103092783505155
132	79	0.00103092783505155
133	79	0
134	79	0.00103092783505155
135	79	0.000515463917525773
136	79	0.00154639175257732
137	79	0.00154639175257732
138	79	0.00154639175257732
139	79	0.00103092783505155
140	79	0.000515463917525773
141	79	0.000515463917525773
142	79	0.000515463917525773
143	79	0.00103092783505155
144	79	0.000515463917525773
145	79	0.00154639175257732
146	79	0.000515463917525773
147	79	0.00154639175257732
148	79	0.00154639175257732
149	79	0.00206185567010309
150	79	0.00103092783505155
151	79	0.00103092783505155
152	79	0.00103092783505155
153	79	0.0056701030927835
154	79	0
155	79	0.00103092783505155
156	79	0.000515463917525773
157	79	0.00103092783505155
158	79	0
159	79	0.00360824742268041
160	79	0.000515463917525773
161	79	0
162	79	0.000515463917525773
163	79	0.00979381443298969
164	79	0.0103092783505155
165	79	0.00103092783505155
166	79	0.00360824742268041
167	79	0.00154639175257732
168	79	0.00103092783505155
169	79	0.00103092783505155
170	79	0.00412371134020619
171	79	0.00103092783505155
172	79	0.00103092783505155
173	79	0.00154639175257732
174	79	0.000515463917525773
175	79	0.00103092783505155
176	79	1009
177	79	3
178	79	1
179	79	2
180	79	0
181	79	3
182	79	0
183	79	5
184	79	3
185	79	2
186	79	0
187	79	2
188	79	1
189	79	2
190	79	8
191	79	2
192	79	3
193	79	3
194	79	0
195	79	3
196	79	2
197	79	3
198	79	5
199	79	2
200	79	1
201	79	2
202	79	0
203	79	2
204	79	14
205	79	0
206	79	1
207	79	1
208	79	3
209	79	2
210	79	2
211	79	0
212	79	7
213	79	2
214	79	0
215	79	1
216	79	2
217	79	2
218	79	2
219	79	0
220	79	2
221	79	3
222	79	1
223	79	2
224	79	2
225	79	1
226	79	5
227	79	13
228	79	1
229	79	1
230	79	9
231	79	0
232	79	2
233	79	1
234	79	5
235	79	1
236	79	0
237	79	2
238	79	10
239	79	3
240	79	2
241	79	1
242	79	4
243	79	1
244	79	4
245	79	0
246	79	4
247	79	3
248	79	2
249	79	1
250	79	5
251	79	4
252	79	12
253	79	28
254	79	28
255	79	1057
0	78	0.998969072164948
1	78	0.0257731958762887
2	78	0.00670103092783505
3	78	0.00463917525773196
4	78	0.00103092783505155
5	78	0.00103092783505155
6	78	0
7	78	0.00103092783505155
8	78	0.00103092783505155
9	78	0.000515463917525773
10	78	0.00154639175257732
11	78	0
12	78	0.00103092783505155
13	78	0.000515463917525773
14	78	0.000515463917525773
15	78	0.000515463917525773
16	78	0.00463917525773196
17	78	0.00206185567010309
18	78	0.00103092783505155
19	78	0.00103092783505155
20	78	0
21	78	0.000515463917525773
22	78	0
23	78	0.000515463917525773
24	78	0
25	78	0.00103092783505155
26	78	0.000515463917525773
27	78	0.000515463917525773
28	78	0
29	78	0.000515463917525773
30	78	0.00309278350515464
31	78	0.0123711340206186
32	78	0.0123711340206186
33	78	0.00257731958762887
34	78	0.00412371134020619
35	78	0.0077319587628866
36	78	0.00206185567010309
37	78	0.00154639175257732
38	78	0.00103092783505155
39	78	0.00206185567010309
40	78	0.00721649484536083
41	78	0.00154639175257732
42	78	0.00103092783505155
43	78	0.000515463917525773
44	78	0.0056701030927835
45	78	0.00206185567010309
46	78	0.000515463917525773
47	78	0.00206185567010309
48	78	0.00360824742268041
49	78	0
50	78	0.0056701030927835
51	78	0.0077319587628866
52	78	0.00103092783505155
53	78	0
54	78	0.000515463917525773
55	78	0
56	78	0.000515463917525773
57	78	0
58	78	0.000515463917525773
59	78	0
60	78	0
61	78	0.00257731958762887
62	78	0.00103092783505155
63	78	0
64	78	0
65	78	0.000515463917525773
66	78	0.00154639175257732
67	78	0
68	78	0.00515463917525773
69	78	0.00154639175257732
70	78	0.0056701030927835
71	78	0.00721649484536083
72	78	0
73	78	0.000515463917525773
74	78	0
75	78	0
76	78	0
77	78	0.00103092783505155
78	78	0.000515463917525773
79	78	0.00103092783505155
80	78	0
81	78	0.00103092783505155
82	78	0.00103092783505155
83	78	0.00103092783505155
84	78	0.00103092783505155
85	78	0.00412371134020619
86	78	0
87	78	0.000515463917525773
88	78	0.00309278350515464
89	78	0.00154639175257732
90	78	0.000515463917525773
91	78	0.000515463917525773
92	78	0.000515463917525773
93	78	0.00257731958762887
94	78	0.00206185567010309
95	78	0.000515463917525773
96	78	0
97	78	0.000515463917525773
98	78	0.00618556701030928
99	78	0.00412371134020619
100	78	0.0103092783505155
101	78	0.000515463917525773
102	78	0.0077319587628866
103	78	0.00360824742268041
104	78	0.00463917525773196
105	78	0.000515463917525773
106	78	0
107	78	0
108	78	0.000515463917525773
109	78	0.000515463917525773
110	78	0.00103092783505155
111	78	0.000515463917525773
112	78	0.000515463917525773
113	78	0
114	78	0
115	78	0
116	78	0.00103092783505155
117	78	0.000515463917525773
118	78	0.000515463917525773
119	78	0.000515463917525773
120	78	0
121	78	0.000515463917525773
122	78	0.00206185567010309
123	78	0.000515463917525773
124	78	0.000515463917525773
125	78	0
126	78	0.00103092783505155
127	78	0.00463917525773196
128	78	0.00463917525773196
129	78	0
130	78	0.00103092783505155
131	78	0.000515463917525773
132	78	0.000515463917525773
133	78	0.00154639175257732
134	78	0.000515463917525773
135	78	0.00103092783505155
136	78	0
137	78	0
138	78	0
139	78	0.000515463917525773
140	78	0.00206185567010309
141	78	0.00103092783505155
142	78	0.00103092783505155
143	78	0.000515463917525773
144	78	0.00103092783505155
145	78	0
146	78	0.00103092783505155
147	78	0
148	78	0
149	78	0.000515463917525773
150	78	0.000515463917525773
151	78	0.000515463917525773
152	78	0.000515463917525773
153	78	0.00721649484536083
154	78	0.00154639175257732
155	78	0.000515463917525773
156	78	0.00103092783505155
157	78	0.000515463917525773
158	78	0.00154639175257732
159	78	0.00515463917525773
160	78	0.00103092783505155
161	78	0.00154639175257732
162	78	0.00206185567010309
163	78	0.011340206185567
164	78	0.0118556701030928
165	78	0.000515463917525773
166	78	0.00515463917525773
167	78	0
168	78	0.000515463917525773
169	78	0.000515463917525773
170	78	0.0056701030927835
171	78	0.000515463917525773
172	78	0.000515463917525773
173	78	0
174	78	0.00206185567010309
175	78	0.000515463917525773
176	78	0.00154639175257732
177	78	1009
178	78	2
179	78	1
180	78	3
181	78	0
182	78	3
183	78	8
184	78	6
185	78	1
186	78	3
187	78	1
188	78	2
189	78	1
190	78	11
191	78	5
192	78	6
193	78	0
194	78	3
195	78	0
196	78	1
197	78	6
198	78	8
199	78	1
200	78	2
201	78	1
202	78	3
203	78	1
204	78	17
205	78	3
206	78	4
207	78	2
208	78	0
209	78	1
210	78	5
211	78	3
212	78	10
213	78	1
214	78	3
215	78	2
216	78	1
217	78	1
218	78	5
219	78	3
220	78	5
221	78	6
222	78	4
223	78	1
224	78	5
225	78	4
226	78	8
227	78	16
228	78	2
229	78	2
230	78	12
231	78	3
232	78	5
233	78	2
234	78	8
235	78	4
236	78	3
237	78	5
238	78	13
239	78	6
240	78	5
241	78	2
242	78	7
243	78	4
244	78	7
245	78	3
246	78	7
247	78	6
248	78	5
249	78	4
250	78	8
251	78	7
252	78	15
253	78	31
254	78	31
255	78	1060
0	77	0.997938144329897
1	77	0.0247422680412371
2	77	0.0056701030927835
3	77	0.00360824742268041
4	77	0
5	77	0
6	77	0.00103092783505155
7	77	0
8	77	0
9	77	0.000515463917525773
10	77	0.000515463917525773
11	77	0.00103092783505155
12	77	0
13	77	0.00154639175257732
14	77	0.000515463917525773
15	77	0.000515463917525773
16	77	0.00360824742268041
17	77	0.00103092783505155
18	77	0
19	77	0
20	77	0.00103092783505155
21	77	0.00154639175257732
22	77	0.00103092783505155
23	77	0.000515463917525773
24	77	0.00103092783505155
25	77	0
26	77	0.00154639175257732
27	77	0.00154639175257732
28	77	0.00103092783505155
29	77	0.000515463917525773
30	77	0.00206185567010309
31	77	0.011340206185567
32	77	0.011340206185567
33	77	0.00154639175257732
34	77	0.00309278350515464
35	77	0.00670103092783505
36	77	0.00103092783505155
37	77	0.000515463917525773
38	77	0
39	77	0.00103092783505155
40	77	0.00618556701030928
41	77	0.000515463917525773
42	77	0
43	77	0.000515463917525773
44	77	0.00463917525773196
45	77	0.00103092783505155
46	77	0.000515463917525773
47	77	0.00103092783505155
48	77	0.00257731958762887
49	77	0.00103092783505155
50	77	0.00463917525773196
51	77	0.00670103092783505
52	77	0
53	77	0.00103092783505155
54	77	0.00154639175257732
55	77	0.00103092783505155
56	77	0.00154639175257732
57	77	0.00103092783505155
58	77	0.00154639175257732
59	77	0.00103092783505155
60	77	0.00103092783505155
61	77	0.00154639175257732
62	77	0
63	77	0.00103092783505155
64	77	0.00103092783505155
65	77	0.000515463917525773
66	77	0.000515463917525773
67	77	0.00103092783505155
68	77	0.00412371134020619
69	77	0.000515463917525773
70	77	0.00463917525773196
71	77	0.00618556701030928
72	77	0.00103092783505155
73	77	0.000515463917525773
74	77	0.00103092783505155
75	77	0.00103092783505155
76	77	0.00103092783505155
77	77	0
78	77	0.000515463917525773
79	77	0
80	77	0.00103092783505155
81	77	0
82	77	0
83	77	0
84	77	0
85	77	0.00309278350515464
86	77	0.00103092783505155
87	77	0.00154639175257732
88	77	0.00206185567010309
89	77	0.000515463917525773
90	77	0.000515463917525773
91	77	0.00154639175257732
92	77	0.00154639175257732
93	77	0.00154639175257732
94	77	0.00103092783505155
95	77	0.00154639175257732
96	77	0.00103092783505155
97	77	0.00154639175257732
98	77	0.00515463917525773
99	77	0.00309278350515464
100	77	0.00927835051546392
101	77	0.000515463917525773
102	77	0.00670103092783505
103	77	0.00257731958762887
104	77	0.00360824742268041
105	77	0.00154639175257732
106	77	0.00103092783505155
107	77	0.00103092783505155
108	77	0.00154639175257732
109	77	0.00154639175257732
110	77	0
111	77	0.00154639175257732
112	77	0.00154639175257732
113	77	0.00103092783505155
114	77	0.00103092783505155
115	77	0.00103092783505155
116	77	0.00206185567010309
117	77	0.00154639175257732
118	77	0.00154639175257732
119	77	0.000515463917525773
120	77	0.00103092783505155
121	77	0.00154639175257732
122	77	0.00103092783505155
123	77	0.000515463917525773
124	77	0.00154639175257732
125	77	0.00103092783505155
126	77	0
127	77	0.00360824742268041
128	77	0.00360824742268041
129	77	0.00103092783505155
130	77	0
131	77	0.000515463917525773
132	77	0.000515463917525773
133	77	0.000515463917525773
134	77	0.000515463917525773
135	77	0
136	77	0.00103092783505155
137	77	0.00103092783505155
138	77	0.00103092783505155
139	77	0.000515463917525773
140	77	0.00103092783505155
141	77	0
142	77	0
143	77	0.000515463917525773
144	77	0
145	77	0.00103092783505155
146	77	0
147	77	0.00103092783505155
148	77	0.00103092783505155
149	77	0.00154639175257732
150	77	0.000515463917525773
151	77	0.000515463917525773
152	77	0.000515463917525773
153	77	0.00618556701030928
154	77	0.000515463917525773
155	77	0.000515463917525773
156	77	0
157	77	0.000515463917525773
158	77	0.000515463917525773
159	77	0.00412371134020619
160	77	0
161	77	0.000515463917525773
162	77	0.00103092783505155
163	77	0.0103092783505155
164	77	0.0108247422680412
165	77	0.000515463917525773
166	77	0.00412371134020619
167	77	0.00103092783505155
168	77	0.000515463917525773
169	77	0.000515463917525773
170	77	0.00463917525773196
171	77	0.000515463917525773
172	77	0.000515463917525773
173	77	0.00103092783505155
174	77	0.00103092783505155
175	77	0.000515463917525773
176	77	0.000515463917525773
177	77	0.00103092783505155
178	77	1009
179	77	1
180	77	1
181	77	2
182	77	1
183	77	6
184	77	4
185	77	1
186	77	1
187	77	1
188	77	0
189	77	1
190	77	9
191	77	3
192	77	4
193	77	2
194	77	1
195	77	2
196	77	1
197	77	4
198	77	6
199	77	1
200	77	0
201	77	1
202	77	1
203	77	1
204	77	15
205	77	1
206	77	2
207	77	0
208	77	2
209	77	1
210	77	3
211	77	1
212	77	8
213	77	1
214	77	1
215	77	0
216	77	1
217	77	1
218	77	3
219	77	1
220	77	3
221	77	4
222	77	2
223	77	1
224	77	3
225	77	2
226	77	6
227	77	14
228	77	0
229	77	0
230	77	10
231	77	1
232	77	3
233	77	0
234	77	6
235	77	2
236	77	1
237	77	3
238	77	11
239	77	4
240	77	3
241	77	0
242	77	5
243	77	2
244	77	5
245	77	1
246	77	5
247	77	4
248	77	3
249	77	2
250	77	6
251	77	5
252	77	13
253	77	29
254	77	29
255	77	1058
0	76	0.998453608247423
1	76	0.0252577319587629
2	76	0.00618556701030928
3	76	0.00412371134020619
4	76	0.000515463917525773
5	76	0.000515463917525773
6	76	0.000515463917525773
7	76	0.000515463917525773
8	76	0.000515463917525773
9	76	0
10	76	0.00103092783505155
11	76	0.000515463917525773
12	76	0.000515463917525773
13	76	0.00103092783505155
14	76	0
15	76	0
16	76	0.00412371134020619
17	76	0.00154639175257732
18	76	0.000515463917525773
19	76	0.000515463917525773
20	76	0.000515463917525773
21	76	0.00103092783505155
22	76	0.000515463917525773
23	76	0
24	76	0.000515463917525773
25	76	0.000515463917525773
26	76	0.00103092783505155
27	76	0.00103092783505155
28	76	0.000515463917525773
29	76	0
30	76	0.00257731958762887
31	76	0.0118556701030928
32	76	0.0118556701030928
33	76	0.00206185567010309
34	76	0.00360824742268041
35	76	0.00721649484536083
36	76	0.00154639175257732
37	76	0.00103092783505155
38	76	0.000515463917525773
39	76	0.00154639175257732
40	76	0.00670103092783505
41	76	0.00103092783505155
42	76	0.000515463917525773
43	76	0
44	76	0.00515463917525773
45	76	0.00154639175257732
46	76	0
47	76	0.00154639175257732
48	76	0.00309278350515464
49	76	0.000515463917525773
50	76	0.00515463917525773
51	76	0.00721649484536083
52	76	0.000515463917525773
53	76	0.000515463917525773
54	76	0.00103092783505155
55	76	0.000515463917525773
56	76	0.00103092783505155
57	76	0.000515463917525773
58	76	0.00103092783505155
59	76	0.000515463917525773
60	76	0.000515463917525773
61	76	0.00206185567010309
62	76	0.000515463917525773
63	76	0.000515463917525773
64	76	0.000515463917525773
65	76	0
66	76	0.00103092783505155
67	76	0.000515463917525773
68	76	0.00463917525773196
69	76	0.00103092783505155
70	76	0.00515463917525773
71	76	0.00670103092783505
72	76	0.000515463917525773
73	76	0
74	76	0.000515463917525773
75	76	0.000515463917525773
76	76	0.000515463917525773
77	76	0.000515463917525773
78	76	0
79	76	0.000515463917525773
80	76	0.000515463917525773
81	76	0.000515463917525773
82	76	0.000515463917525773
83	76	0.000515463917525773
84	76	0.000515463917525773
85	76	0.00360824742268041
86	76	0.000515463917525773
87	76	0.00103092783505155
88	76	0.00257731958762887
89	76	0.00103092783505155
90	76	0
91	76	0.00103092783505155
92	76	0.00103092783505155
93	76	0.00206185567010309
94	76	0.00154639175257732
95	76	0.00103092783505155
96	76	0.000515463917525773
97	76	0.00103092783505155
98	76	0.0056701030927835
99	76	0.00360824742268041
100	76	0.00979381443298969
101	76	0
102	76	0.00721649484536083
103	76	0.00309278350515464
104	76	0.00412371134020619
105	76	0.00103092783505155
106	76	0.000515463917525773
107	76	0.000515463917525773
108	76	0.00103092783505155
109	76	0.00103092783505155
110	76	0.000515463917525773
111	76	0.00103092783505155
112	76	0.00103092783505155
113	76	0.000515463917525773
114	76	0.000515463917525773
115	76	0.000515463917525773
116	76	0.00154639175257732
117	76	0.00103092783505155
118	76	0.00103092783505155
119	76	0
120	76	0.000515463917525773
121	76	0.00103092783505155
122	76	0.00154639175257732
123	76	0
124	76	0.00103092783505155
125	76	0.000515463917525773
126	76	0.000515463917525773
127	76	0.00412371134020619
128	76	0.00412371134020619
129	76	0.000515463917525773
130	76	0.000515463917525773
131	76	0
132	76	0
133	76	0.00103092783505155
134	76	0
135	76	0.000515463917525773
136	76	0.000515463917525773
137	76	0.000515463917525773
138	76	0.000515463917525773
139	76	0
140	76	0.00154639175257732
141	76	0.000515463917525773
142	76	0.000515463917525773
143	76	0
144	76	0.000515463917525773
145	76	0.000515463917525773
146	76	0.000515463917525773
147	76	0.000515463917525773
148	76	0.000515463917525773
149	76	0.00103092783505155
150	76	0
151	76	0
152	76	0
153	76	0.00670103092783505
154	76	0.00103092783505155
155	76	0
156	76	0.000515463917525773
157	76	0
158	76	0.00103092783505155
159	76	0.00463917525773196
160	76	0.000515463917525773
161	76	0.00103092783505155
162	76	0.00154639175257732
163	76	0.0108247422680412
164	76	0.011340206185567
165	76	0
166	76	0.00463917525773196
167	76	0.000515463917525773
168	76	0
169	76	0
170	76	0.00515463917525773
171	76	0
172	76	0
173	76	0.000515463917525773
174	76	0.00154639175257732
175	76	0
176	76	0.00103092783505155
177	76	0.000515463917525773
178	76	0.000515463917525773
179	76	1009
180	76	2
181	76	1
182	76	2
183	76	7
184	76	5
185	76	0
186	76	2
187	76	0
188	76	1
189	76	0
190	76	10
191	76	4
192	76	5
193	76	1
194	76	2
195	76	1
196	76	0
197	76	5
198	76	7
199	76	0
200	76	1
201	76	0
202	76	2
203	76	0
204	76	16
205	76	2
206	76	3
207	76	1
208	76	1
209	76	0
210	76	4
211	76	2
212	76	9
213	76	0
214	76	2
215	76	1
216	76	0
217	76	0
218	76	4
219	76	2
220	76	4
221	76	5
222	76	3
223	76	0
224	76	4
225	76	3
226	76	7
227	76	15
228	76	1
229	76	1
230	76	11
231	76	2
232	76	4
233	76	1
234	76	7
235	76	3
236	76	2
237	76	4
238	76	12
239	76	5
240	76	4
241	76	1
242	76	6
243	76	3
244	76	6
245	76	2
246	76	6
247	76	5
248	76	4
249	76	3
250	76	7
251	76	6
252	76	14
253	76	30
254	76	30
255	76	1059
0	75	0.997422680412371
1	75	0.0242268041237113
2	75	0.00515463917525773
3	75	0.00309278350515464
4	75	0.000515463917525773
5	75	0.000515463917525773
6	75	0.00154639175257732
7	75	0.000515463917525773
8	75	0.000515463917525773
9	75	0.00103092783505155
10	75	0
11	75	0.00154639175257732
12	75	0.000515463917525773
13	75	0.00206185567010309
14	75	0.00103092783505155
15	75	0.00103092783505155
16	75	0.00309278350515464
17	75	0.000515463917525773
18	75	0.000515463917525773
19	75	0.000515463917525773
20	75	0.00154639175257732
21	75	0.00206185567010309
22	75	0.00154639175257732
23	75	0.00103092783505155
24	75	0.00154639175257732
25	75	0.000515463917525773
26	75	0.00206185567010309
27	75	0.00206185567010309
28	75	0.00154639175257732
29	75	0.00103092783505155
30	75	0.00154639175257732
31	75	0.0108247422680412
32	75	0.0108247422680412
33	75	0.00103092783505155
34	75	0.00257731958762887
35	75	0.00618556701030928
36	75	0.000515463917525773
37	75	0
38	75	0.000515463917525773
39	75	0.000515463917525773
40	75	0.0056701030927835
41	75	0
42	75	0.000515463917525773
43	75	0.00103092783505155
44	75	0.00412371134020619
45	75	0.000515463917525773
46	75	0.00103092783505155
47	75	0.000515463917525773
48	75	0.00206185567010309
49	75	0.00154639175257732
50	75	0.00412371134020619
51	75	0.00618556701030928
52	75	0.000515463917525773
53	75	0.00154639175257732
54	75	0.00206185567010309
55	75	0.00154639175257732
56	75	0.00206185567010309
57	75	0.00154639175257732
58	75	0.00206185567010309
59	75	0.00154639175257732
60	75	0.00154639175257732
61	75	0.00103092783505155
62	75	0.000515463917525773
63	75	0.00154639175257732
64	75	0.00154639175257732
65	75	0.00103092783505155
66	75	0
67	75	0.00154639175257732
68	75	0.00360824742268041
69	75	0
70	75	0.00412371134020619
71	75	0.0056701030927835
72	75	0.00154639175257732
73	75	0.00103092783505155
74	75	0.00154639175257732
75	75	0.00154639175257732
76	75	0.00154639175257732
77	75	0.000515463917525773
78	75	0.00103092783505155
79	75	0.000515463917525773
80	75	0.00154639175257732
81	75	0.000515463917525773
82	75	0.000515463917525773
83	75	0.000515463917525773
84	75	0.000515463917525773
85	75	0.00257731958762887
86	75	0.00154639175257732
87	75	0.00206185567010309
88	75	0.00154639175257732
89	75	0
90	75	0.00103092783505155
91	75	0.00206185567010309
92	75	0.00206185567010309
93	75	0.00103092783505155
94	75	0.000515463917525773
95	75	0.00206185567010309
96	75	0.00154639175257732
97	75	0.00206185567010309
98	75	0.00463917525773196
99	75	0.00257731958762887
100	75	0.00876288659793814
101	75	0.00103092783505155
102	75	0.00618556701030928
103	75	0.00206185567010309
104	75	0.00309278350515464
105	75	0.00206185567010309
106	75	0.00154639175257732
107	75	0.00154639175257732
108	75	0.00206185567010309
109	75	0.00206185567010309
110	75	0.000515463917525773
111	75	0.00206185567010309
112	75	0.00206185567010309
113	75	0.00154639175257732
114	75	0.00154639175257732
115	75	0.00154639175257732
116	75	0.00257731958762887
117	75	0.00206185567010309
118	75	0.00206185567010309
119	75	0.00103092783505155
120	75	0.00154639175257732
121	75	0.00206185567010309
122	75	0.000515463917525773
123	75	0.00103092783505155
124	75	0.00206185567010309
125	75	0.00154639175257732
126	75	0.000515463917525773
127	75	0.00309278350515464
128	75	0.00309278350515464
129	75	0.00154639175257732
130	75	0.000515463917525773
131	75	0.00103092783505155
132	75	0.00103092783505155
133	75	0
134	75	0.00103092783505155
135	75	0.000515463917525773
136	75	0.00154639175257732
137	75	0.00154639175257732
138	75	0.00154639175257732
139	75	0.00103092783505155
140	75	0.000515463917525773
141	75	0.000515463917525773
142	75	0.000515463917525773
143	75	0.00103092783505155
144	75	0.000515463917525773
145	75	0.00154639175257732
146	75	0.000515463917525773
147	75	0.00154639175257732
148	75	0.00154639175257732
149	75	0.00206185567010309
150	75	0.00103092783505155
151	75	0.00103092783505155
152	75	0.00103092783505155
153	75	0.0056701030927835
154	75	0
155	75	0.00103092783505155
156	75	0.000515463917525773
157	75	0.00103092783505155
158	75	0
159	75	0.00360824742268041
160	75	0.000515463917525773
161	75	0
162	75	0.000515463917525773
163	75	0.00979381443298969
164	75	0.0103092783505155
165	75	0.00103092783505155
166	75	0.00360824742268041
167	75	0.00154639175257732
168	75	0.00103092783505155
169	75	0.00103092783505155
170	75	0.00412371134020619
171	75	0.00103092783505155
172	75	0.00103092783505155
173	75	0.00154639175257732
174	75	0.000515463917525773
175	75	0.00103092783505155
176	75	0
177	75	0.00154639175257732
178	75	0.000515463917525773
179	75	0.00103092783505155
180	75	1009
181	75	3
182	75	0
183	75	5
184	75	3
185	75	2
186	75	0
187	75	2
188	75	1
189	75	2
190	75	8
191	75	2
192	75	3
193	75	3
194	75	0
195	75	3
196	75	2
197	75	3
198	75	5
199	75	2
200	75	1
201	75	2
202	75	0
203	75	2
204	75	14
205	75	0
206	75	1
207	75	1
208	75	3
209	75	2
210	75	2
211	75	0
212	75	7
213	75	2
214	75	0
215	75	1
216	75	2
217	75	2
218	75	2
219	75	0
220	75	2
221	75	3
222	75	1
223	75	2
224	75	2
225	75	1
226	75	5
227	75	13
228	75	1
229	75	1
230	75	9
231	75	0
232	75	2
233	75	1
234	75	5
235	75	1
236	75	0
237	75	2
238	75	10
239	75	3
240	75	2
241	75	1
242	75	4
243	75	1
244	75	4
245	75	0
246	75	4
247	75	3
248	75	2
249	75	1
250	75	5
251	75	4
252	75	12
253	75	28
254	75	28
255	75	1057
0	74	0.998969072164948
1	74	0.0257731958762887
2	74	0.00670103092783505
3	74	0.00463917525773196
4	74	0.00103092783505155
5	74	0.00103092783505155
6	74	0
7	74	0.00103092783505155
8	74	0.00103092783505155
9	74	0.000515463917525773
10	74	0.00154639175257732
11	74	0
12	74	0.00103092783505155
13	74	0.000515463917525773
14	74	0.000515463917525773
15	74	0.000515463917525773
16	74	0.00463917525773196
17	74	0.00206185567010309
18	74	0.00103092783505155
19	74	0.00103092783505155
20	74	0
21	74	0.000515463917525773
22	74	0
23	74	0.000515463917525773
24	74	0
25	74	0.00103092783505155
26	74	0.000515463917525773
27	74	0.000515463917525773
28	74	0
29	74	0.000515463917525773
30	74	0.00309278350515464
31	74	0.0123711340206186
32	74	0.0123711340206186
33	74	0.00257731958762887
34	74	0.00412371134020619
35	74	0.0077319587628866
36	74	0.00206185567010309
37	74	0.00154639175257732
38	74	0.00103092783505155
